x,y
0.2,0.052297415817583064
0.21414141414141416,0.0687683718842914
0.2282828282828283,0.08965729734509312
0.24242424242424243,0.02902270177300107
0.25656565656565655,0.0728521257183894
0.27070707070707073,-0.0018442705104469367
0.28484848484848485,-0.008754349458254783
0.29898989898989903,0.0024705465350914127
0.31313131313131315,-0.024004029175435523
0.32727272727272727,-0.020665944949581072
0.34141414141414145,0.07070954072583074
0.35555555555555557,0.03319136942611433
0.36969696969696975,0.010719911057746515
0.38383838383838387,0.13863762420055226
0.397979797979798,0.14013500278525004
0.4121212121212121,-0.008494270947109556
0.4262626262626263,0.09707394098244873
0.44040404040404046,0.14437029401514534
0.4545454545454546,0.1160710844090495
0.4686868686868687,0.04894397310471378
0.4828282828282829,0.07456215566388634
0.496969696969697,0.0759404879653187
0.5111111111111111,0.16416561973583754
0.5252525252525253,0.1745370568949065
0.5393939393939394,0.1295150305299915
0.5535353535353535,0.1415191336146891
0.5676767676767678,0.16799603131498442
0.5818181818181818,0.18200192504704904
0.595959595959596,0.0696672138271835
0.6101010101010101,0.16123736658888113
0.6242424242424243,0.15571562039126924
0.6383838383838385,0.20675237621570808
0.6525252525252525,0.06607574209088664
0.6666666666666667,0.15374798066140763
0.6808080808080809,0.10672652289172754
0.694949494949495,0.195707002771187
0.7090909090909092,0.24151614684266293
0.7232323232323232,0.11506806155250099
0.7373737373737375,0.22273916069015048
0.7515151515151515,0.16158669826475258
0.7656565656565657,0.17202032458627758
0.7797979797979799,0.15181631719344363
0.793939393939394,0.23051869991215282
0.8080808080808082,0.23404538808819103
0.8222222222222222,0.1756710872340107
0.8363636363636364,0.30721422963378503
0.8505050505050507,0.25413876575585026
0.8646464646464647,0.2994620961263577
0.8787878787878789,0.26803364545974556
0.8929292929292929,0.2769873802729934
0.9070707070707071,0.24461627899644794
0.9212121212121214,0.33044356614027687
0.9353535353535354,0.2639287617510369
0.9494949494949496,0.3518450601302292
0.9636363636363636,0.30918913074833787
0.9777777777777779,0.43085450852695584
0.9919191919191919,0.33122773088849833
1.006060606060606,0.44908057347772196
1.0202020202020203,0.360087826418842
1.0343434343434343,0.4252348733634891
1.0484848484848486,0.4738778708677305
1.0626262626262626,0.4457416678118355
1.0767676767676768,0.44643356632704195
1.090909090909091,0.5468944661231712
1.105050505050505,0.5635252951145664
1.1191919191919193,0.5287905952875656
1.1333333333333333,0.5094971043380643
1.1474747474747475,0.5805781708787294
1.1616161616161618,0.633367374453558
1.1757575757575758,0.6751314098729108
1.18989898989899,0.7278804733534734
1.204040404040404,0.6749857725402306
1.2181818181818183,0.7331926889799386
1.2323232323232323,0.800843851356743
1.2464646464646465,0.704712787791641
1.2606060606060607,0.7314041984415257
1.2747474747474747,0.8058120610204896
1.288888888888889,0.8036003415296327
1.303030303030303,0.8643709495781594
1.3171717171717172,0.9581424370224945
1.3313131313131314,0.923430674936754
1.3454545454545455,0.9886735025722648
1.3595959595959597,0.9886992546233411
1.3737373737373737,1.0541384326631622
1.387878787878788,1.1101175310931357
1.402020202020202,1.0516809484882041
1.4161616161616162,1.0796042073553906
1.4303030303030304,1.0782067608116883
1.4444444444444444,1.1917607216615507
1.4585858585858587,1.1841549566810832
1.4727272727272727,1.1911369394125788
1.486868686868687,1.3148626528462568
1.5010101010101011,1.3316907077670774
1.5151515151515151,1.2937801878626847
1.5292929292929294,1.448728615661767
1.5434343434343434,1.4964886357420772
1.5575757575757576,1.4042548711412228
1.5717171717171718,1.5174653190130298
1.5858585858585859,1.54537850999669
1.6,1.5468286363998391
