x,y
0.2,0.09366981464895954
0.21414141414141416,0.12873630243277112
0.2282828282828283,0.0192151188616179
0.24242424242424243,0.01496926732545141
0.25656565656565655,0.14316623082354435
0.27070707070707073,0.10617408167711859
0.28484848484848485,0.12954924027465292
0.29898989898989903,0.05667408451095721
0.31313131313131315,0.09547384295134073
0.32727272727272727,0.09992011364440076
0.34141414141414145,0.1171809434436038
0.35555555555555557,0.09243808909573957
0.36969696969696975,0.20730808994882394
0.38383838383838387,0.260032938630518
0.397979797979798,0.22631726537519783
0.4121212121212121,0.2364382922910726
0.4262626262626263,0.15168861043984927
0.44040404040404046,0.25144907236204644
0.4545454545454546,0.19755538141844686
0.4686868686868687,0.2427800908546397
0.4828282828282829,0.3391205316721465
0.496969696969697,0.350581681787677
0.5111111111111111,0.28192993834952085
0.5252525252525253,0.25539631332498247
0.5393939393939394,0.27863187846057197
0.5535353535353535,0.4245083526064776
0.5676767676767678,0.36534497641555025
0.5818181818181818,0.40946001770359564
0.595959595959596,0.35524073213847274
0.6101010101010101,0.5028980791214415
0.6242424242424243,0.5088059445355447
0.6383838383838385,0.5397095455198279
0.6525252525252525,0.4695660134597871
0.6666666666666667,0.44870258654328415
0.6808080808080809,0.5741221538887442
0.694949494949495,0.47423034302890466
0.7090909090909092,0.5841046045998595
0.7232323232323232,0.5728074322239234
0.7373737373737375,0.6557497133016147
0.7515151515151515,0.6281270569978834
0.7656565656565657,0.6141760281720898
0.7797979797979799,0.7196029009726245
0.793939393939394,0.7356903128670547
0.8080808080808082,0.7693962533339846
0.8222222222222222,0.8028766959801067
0.8363636363636364,0.7782479144425495
0.8505050505050507,0.7642330751185977
0.8646464646464647,0.8425684744030134
0.8787878787878789,0.8274388127420481
0.8929292929292929,0.8239537039566499
0.9070707070707071,0.973948654444633
0.9212121212121214,0.9098248496800504
0.9353535353535354,0.9030579580880699
0.9494949494949496,0.9652451436372897
0.9636363636363636,1.0662303511488531
0.9777777777777779,1.011254014728696
0.9919191919191919,1.0637195940436504
1.006060606060606,1.053736045743888
1.0202020202020203,1.1878579344731905
1.0343434343434343,1.2193930835161402
1.0484848484848486,1.221037987484191
1.0626262626262626,1.3057130756389337
1.0767676767676768,1.2079508220187518
1.090909090909091,1.2868548668067434
1.105050505050505,1.309795254786508
1.1191919191919193,1.2976581623429349
1.1333333333333333,1.424117192374052
1.1474747474747475,1.3806370756504014
1.1616161616161618,1.5023670052294447
1.1757575757575758,1.568085514050241
1.18989898989899,1.6114058951757027
1.204040404040404,1.5571188864732322
1.2181818181818183,1.6224632241845771
1.2323232323232323,1.7066389902587475
1.2464646464646465,1.6134012417604666
1.2606060606060607,1.777816889576554
1.2747474747474747,1.8087670662036923
1.288888888888889,1.7377845066633104
1.303030303030303,1.8320432852164217
1.3171717171717172,1.8136835218668346
1.3313131313131314,1.9428809260542659
1.3454545454545455,2.0036817061769194
1.3595959595959597,2.0024694140413297
1.3737373737373737,1.9928249079415445
1.387878787878788,2.064387209348769
1.402020202020202,2.14474200366911
1.4161616161616162,2.218992381452507
1.4303030303030304,2.1254857844719943
1.4444444444444444,2.2501528872291683
1.4585858585858587,2.2671765426476105
1.4727272727272727,2.2526851103175654
1.486868686868687,2.374794053041142
1.5010101010101011,2.4636139561282366
1.5151515151515151,2.391256894535036
1.5292929292929294,2.446840547994981
1.5434343434343434,2.5337705892344045
1.5575757575757576,2.522893608632708
1.5717171717171718,2.616186837907814
1.5858585858585859,2.6446596149461947
1.6,2.744582719618847
